도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
도시 이미지·정체성,Q55_2m2,문55-2. 수원시가 시급히 걔선해야하는 것(주관식),"없음 (449명, 65.2%)","교통수단/인프라 확충 요망(마을버스,지하철 연계,광역버스 등) (143명, 20.8%)","다양한 일자리 제공 요망 (97명, 14.1%)","◎ 경제/민생
경제활성화 요망
물가안정 요망
다양한 일자리 제공 요망
사회적 약자 위한 일자리 창출(노인,장애인,여성,저소득)
청년 일자리 증대 요망
중장년 일자리 증대 요망
세금 인하 요망
세수확보 필요
소상공인 지원강화 요망
중소기업 지원 육성 요망
지역화폐 할인율 확대 요망
지역페이 가맹점 확대 요망
적극적인 기업/대기업 유치 요망
◎ 도로,교통
교통체증/혼잡 개선 요망
교통수단/인프라 확충 요망(마을버스,지하철 연계,광역버스 등)
교통약자 이용환경 개선 요망
교통요금 인하 요망
교통/횡단보도 안전 강화 요망
버스 배치간격 단축 요망
버스/지하철 노선 다양화 요망
버스 정류장 내 온열의자 설치 확대 요망
교통정보 제공 요망(버스 운행시간 등)
도로망/도로폭 확대 요망
보도블럭/골목길 정비 요망
도로/차도 정비 요망
도로 청소 요망
택시 타기 어려움
버스기사의 친절성 향상 요망
수원역 (주변)정비사업 요망
자전거 도로 확충 및 개선 요망
신호등 설치확대 요망
◎ 도시개발 및 부동산 (재개발,재건축)
노후지역/주택/구도심 정비사업 요망
하천정비 요망
상하수도 시설 교체
도시계획 및 정비 추진 요망
균형있는 도시개발 요망
신도시 건설및 홍보 요망
옛날 건축물과 현대 건축물의 조화 필요
주택공급 확대/주거안정화 요망
도시/주거 환경 개선 요망
주택가격 안정화/인하 요망
청년/신혼부부 주거 지원 요망
사회적 약자에 대한 주거지원 요망
◎ 생활환경/인프라
깨끗한 도시환경 요망
도시 소음 해결 요망
도시가 혼잡함
녹지/숲 조성 사업 요망
공원 정비 및 확충 요망
공영주차장 확대 요망
어린이 공원/놀이시설 확충 요망
체육시설 확충요망
생활 편의 기반시설 확장 요망
가로등 설치 확대 요망
거리에 쓰레기통 확대 설치 요망
국립 도서관 설치 요망
공공시설의 유지관리 강화
가로수 정비 요망
재래시장 정비 및 활성화 요망
공유 자전거/퀵보드 관리강화 요망
◎ 친환경 정책
환경변화(기후변화/지구온난화 )대비 요망
대기오염 점감장치 설치요망
공기정화시설 설치 요망
환경 오염원 관리 및 단속 강화 요망
환경정책 강화 요망(환경오염 대응 등)
탄소중립실천 요망
하천 수질개선
쓰레기 무단투기 단속강화 요망
쓰레기 분리배출/수거 관리 강화 요망
생활쓰레기 줄이기 운동 필요
생활폐기물 스티커 발부 요망
쓰레기 분리수거함 설치 요망
노후 가전 에너지 절전 제품으로 교체 요망
◎ 사회.복지
복지제도/복지시설 확대 요망
노인복지 서비스 확대 요망(노인 수당,노인우대,독거노인 돌봄 등)
노인 복지시설(요양원,복지관,경로당 등) 확충 요망
복지 사각지대 없도록 관심 요망(노숙인 관리 등)
돌봄(요양) 정책 개선 요망
영유아.아동 돌봄/보육시설 및 서비스 확대 요망
육아 정책 강화 요망(보육환경 개선 등)
사회적 약자에 대한 복지 강화(저소득,취약계층)
장애인 복지 강화 요망
1인가구 지원확대 요망
저출산/인구감소 관련 지원확대(출산장려금,출산보조금
청년 지원 확대 요망
아동 및 청소년 복지강화 요망(아동수당
여성복지 강화
신혼부부 지원 확대 요망(주택
한부모가정지원 요망
중장년 지원강화 요망
결혼지원금 지급 요망
소득불균형 해소 요망
상담 지원 요망
◎ 의료/건강
의료시설 확충(대형병원 유치 등)요망
보건의료 지원 확대 요망(중증장앤인 의료비)
세대별 건강관리 지원 요망
건강관련 프로그램 제공 요망(정신건강,건강교육 등)
◎ 교육정책
사교육 축소위해 공교육 활성화 요망
교육비 지원요망
교육시설 확충 요망(학원가 조성)
교육지원/정책 강화 요망
평생교육 지원 요망
방과후 교육 체계화 필요
◎ 안전/질서유지
치안강화(안전한 도시건설)
우범지역/유동인구 많은 지역의 순찰 인원 증원 요망
비행 청소년 관리 강화
아동대상 범죄예방 필요
어린이집.학교주변 안전시설/안전관리 요원 배치 요망
외국인 범죄 증가에 대한 강력대처 요망
외국인 체계적 관리 요망
CCTV확대 요망
혹서기/혹한기 안전쉼터 마련 요망
행사 진행시 안전관리 강화 요망
여성안전에 필요한 지원 강화
불법주정차 단속강화 요망
재난대비 교육 필요
재난예방에 대한 정책 강화 요망
신속한 재설작업 필요
반려견의 배변 방치행위 단속 요망
◎ 정책 수립/운영
노인인구 증가에 대한 대비 요망
미래발전에 대한 정책 수립 요망
전세사기에 대한 대책 필요
청렴한 시정운영 필요
적정인구수 확보 요망
정치 개혁 조속히 추진 요망
진행사업 중단 없이 추진 요망
◎ 소통 및 시정 홍보
시민들과 소통강화
수원시 관련 홍보 활동 요망(정책,행사,시설,이미지 등)
이미지 개선 방법 모색 요망
◎ 문화.관광.축제
세대별 다양한 문화활동 지원 요망(청소년,중장년
문화시설/인프라 확충 요망(예술관,문화거리 조성 등)
사회적 약자에 대한 여가활동 지원 요망
문화재 보존/관리 강화요망
정확한 역사 고증통한 문화재 보존/정비 요망
관광산업 활성화 요망(관광지/코스 개발 등)
다양한 축제 요망
◎ 여가.스포츠
여가활동에 필요한 환경 조성 요망(여가시설,프로그램)
사회적 약자의 여가활동 지원 요망(노인,소외계층 등)
산림욕장/캠핑시설 확충 요망
운동 프로그램 필요
시민참여 프로그램 확대 요망
◎ 기타
없음
모름/무응답"
도시 이미지·정체성,Q55_2m3,문55-2. 수원시가 시급히 걔선해야하는 것(주관식),"도시가 혼잡함 (6명, 40.0%)","사회적 약자 위한 일자리 창출(노인,장애인,여성,저소득) (5명, 33.3%)","장애인 복지 강화 요망 (4명, 26.7%)","◎ 경제/민생
경제활성화 요망
물가안정 요망
다양한 일자리 제공 요망
사회적 약자 위한 일자리 창출(노인,장애인,여성,저소득)
청년 일자리 증대 요망
중장년 일자리 증대 요망
세금 인하 요망
세수확보 필요
소상공인 지원강화 요망
중소기업 지원 육성 요망
지역화폐 할인율 확대 요망
지역페이 가맹점 확대 요망
적극적인 기업/대기업 유치 요망
◎ 도로,교통
교통체증/혼잡 개선 요망
교통수단/인프라 확충 요망(마을버스,지하철 연계,광역버스 등)
교통약자 이용환경 개선 요망
교통요금 인하 요망
교통/횡단보도 안전 강화 요망
버스 배치간격 단축 요망
버스/지하철 노선 다양화 요망
버스 정류장 내 온열의자 설치 확대 요망
교통정보 제공 요망(버스 운행시간 등)
도로망/도로폭 확대 요망
보도블럭/골목길 정비 요망
도로/차도 정비 요망
도로 청소 요망
택시 타기 어려움
버스기사의 친절성 향상 요망
수원역 (주변)정비사업 요망
자전거 도로 확충 및 개선 요망
신호등 설치확대 요망
◎ 도시개발 및 부동산 (재개발,재건축)
노후지역/주택/구도심 정비사업 요망
하천정비 요망
상하수도 시설 교체
도시계획 및 정비 추진 요망
균형있는 도시개발 요망
신도시 건설및 홍보 요망
옛날 건축물과 현대 건축물의 조화 필요
주택공급 확대/주거안정화 요망
도시/주거 환경 개선 요망
주택가격 안정화/인하 요망
청년/신혼부부 주거 지원 요망
사회적 약자에 대한 주거지원 요망
◎ 생활환경/인프라
깨끗한 도시환경 요망
도시 소음 해결 요망
도시가 혼잡함
녹지/숲 조성 사업 요망
공원 정비 및 확충 요망
공영주차장 확대 요망
어린이 공원/놀이시설 확충 요망
체육시설 확충요망
생활 편의 기반시설 확장 요망
가로등 설치 확대 요망
거리에 쓰레기통 확대 설치 요망
국립 도서관 설치 요망
공공시설의 유지관리 강화
가로수 정비 요망
재래시장 정비 및 활성화 요망
공유 자전거/퀵보드 관리강화 요망
◎ 친환경 정책
환경변화(기후변화/지구온난화 )대비 요망
대기오염 점감장치 설치요망
공기정화시설 설치 요망
환경 오염원 관리 및 단속 강화 요망
환경정책 강화 요망(환경오염 대응 등)
탄소중립실천 요망
하천 수질개선
쓰레기 무단투기 단속강화 요망
쓰레기 분리배출/수거 관리 강화 요망
생활쓰레기 줄이기 운동 필요
생활폐기물 스티커 발부 요망
쓰레기 분리수거함 설치 요망
노후 가전 에너지 절전 제품으로 교체 요망
◎ 사회.복지
복지제도/복지시설 확대 요망
노인복지 서비스 확대 요망(노인 수당,노인우대,독거노인 돌봄 등)
노인 복지시설(요양원,복지관,경로당 등) 확충 요망
복지 사각지대 없도록 관심 요망(노숙인 관리 등)
돌봄(요양) 정책 개선 요망
영유아.아동 돌봄/보육시설 및 서비스 확대 요망
육아 정책 강화 요망(보육환경 개선 등)
사회적 약자에 대한 복지 강화(저소득,취약계층)
장애인 복지 강화 요망
1인가구 지원확대 요망
저출산/인구감소 관련 지원확대(출산장려금,출산보조금
청년 지원 확대 요망
아동 및 청소년 복지강화 요망(아동수당
여성복지 강화
신혼부부 지원 확대 요망(주택
한부모가정지원 요망
중장년 지원강화 요망
결혼지원금 지급 요망
소득불균형 해소 요망
상담 지원 요망
◎ 의료/건강
의료시설 확충(대형병원 유치 등)요망
보건의료 지원 확대 요망(중증장앤인 의료비)
세대별 건강관리 지원 요망
건강관련 프로그램 제공 요망(정신건강,건강교육 등)
◎ 교육정책
사교육 축소위해 공교육 활성화 요망
교육비 지원요망
교육시설 확충 요망(학원가 조성)
교육지원/정책 강화 요망
평생교육 지원 요망
방과후 교육 체계화 필요
◎ 안전/질서유지
치안강화(안전한 도시건설)
우범지역/유동인구 많은 지역의 순찰 인원 증원 요망
비행 청소년 관리 강화
아동대상 범죄예방 필요
어린이집.학교주변 안전시설/안전관리 요원 배치 요망
외국인 범죄 증가에 대한 강력대처 요망
외국인 체계적 관리 요망
CCTV확대 요망
혹서기/혹한기 안전쉼터 마련 요망
행사 진행시 안전관리 강화 요망
여성안전에 필요한 지원 강화
불법주정차 단속강화 요망
재난대비 교육 필요
재난예방에 대한 정책 강화 요망
신속한 재설작업 필요
반려견의 배변 방치행위 단속 요망
◎ 정책 수립/운영
노인인구 증가에 대한 대비 요망
미래발전에 대한 정책 수립 요망
전세사기에 대한 대책 필요
청렴한 시정운영 필요
적정인구수 확보 요망
정치 개혁 조속히 추진 요망
진행사업 중단 없이 추진 요망
◎ 소통 및 시정 홍보
시민들과 소통강화
수원시 관련 홍보 활동 요망(정책,행사,시설,이미지 등)
이미지 개선 방법 모색 요망
◎ 문화.관광.축제
세대별 다양한 문화활동 지원 요망(청소년,중장년
문화시설/인프라 확충 요망(예술관,문화거리 조성 등)
사회적 약자에 대한 여가활동 지원 요망
문화재 보존/관리 강화요망
정확한 역사 고증통한 문화재 보존/정비 요망
관광산업 활성화 요망(관광지/코스 개발 등)
다양한 축제 요망
◎ 여가.스포츠
여가활동에 필요한 환경 조성 요망(여가시설,프로그램)
사회적 약자의 여가활동 지원 요망(노인,소외계층 등)
산림욕장/캠핑시설 확충 요망
운동 프로그램 필요
시민참여 프로그램 확대 요망
◎ 기타
없음
모름/무응답"
도시 이미지·정체성,Q55_2m4,문55-2. 수원시가 시급히 걔선해야하는 것(주관식),"다양한 일자리 제공 요망 (1명, 100.0%)",,,"◎ 경제/민생
경제활성화 요망
물가안정 요망
다양한 일자리 제공 요망
사회적 약자 위한 일자리 창출(노인,장애인,여성,저소득)
청년 일자리 증대 요망
중장년 일자리 증대 요망
세금 인하 요망
세수확보 필요
소상공인 지원강화 요망
중소기업 지원 육성 요망
지역화폐 할인율 확대 요망
지역페이 가맹점 확대 요망
적극적인 기업/대기업 유치 요망
◎ 도로,교통
교통체증/혼잡 개선 요망
교통수단/인프라 확충 요망(마을버스,지하철 연계,광역버스 등)
교통약자 이용환경 개선 요망
교통요금 인하 요망
교통/횡단보도 안전 강화 요망
버스 배치간격 단축 요망
버스/지하철 노선 다양화 요망
버스 정류장 내 온열의자 설치 확대 요망
교통정보 제공 요망(버스 운행시간 등)
도로망/도로폭 확대 요망
보도블럭/골목길 정비 요망
도로/차도 정비 요망
도로 청소 요망
택시 타기 어려움
버스기사의 친절성 향상 요망
수원역 (주변)정비사업 요망
자전거 도로 확충 및 개선 요망
신호등 설치확대 요망
◎ 도시개발 및 부동산 (재개발,재건축)
노후지역/주택/구도심 정비사업 요망
하천정비 요망
상하수도 시설 교체
도시계획 및 정비 추진 요망
균형있는 도시개발 요망
신도시 건설및 홍보 요망
옛날 건축물과 현대 건축물의 조화 필요
주택공급 확대/주거안정화 요망
도시/주거 환경 개선 요망
주택가격 안정화/인하 요망
청년/신혼부부 주거 지원 요망
사회적 약자에 대한 주거지원 요망
◎ 생활환경/인프라
깨끗한 도시환경 요망
도시 소음 해결 요망
도시가 혼잡함
녹지/숲 조성 사업 요망
공원 정비 및 확충 요망
공영주차장 확대 요망
어린이 공원/놀이시설 확충 요망
체육시설 확충요망
생활 편의 기반시설 확장 요망
가로등 설치 확대 요망
거리에 쓰레기통 확대 설치 요망
국립 도서관 설치 요망
공공시설의 유지관리 강화
가로수 정비 요망
재래시장 정비 및 활성화 요망
공유 자전거/퀵보드 관리강화 요망
◎ 친환경 정책
환경변화(기후변화/지구온난화 )대비 요망
대기오염 점감장치 설치요망
공기정화시설 설치 요망
환경 오염원 관리 및 단속 강화 요망
환경정책 강화 요망(환경오염 대응 등)
탄소중립실천 요망
하천 수질개선
쓰레기 무단투기 단속강화 요망
쓰레기 분리배출/수거 관리 강화 요망
생활쓰레기 줄이기 운동 필요
생활폐기물 스티커 발부 요망
쓰레기 분리수거함 설치 요망
노후 가전 에너지 절전 제품으로 교체 요망
◎ 사회.복지
복지제도/복지시설 확대 요망
노인복지 서비스 확대 요망(노인 수당,노인우대,독거노인 돌봄 등)
노인 복지시설(요양원,복지관,경로당 등) 확충 요망
복지 사각지대 없도록 관심 요망(노숙인 관리 등)
돌봄(요양) 정책 개선 요망
영유아.아동 돌봄/보육시설 및 서비스 확대 요망
육아 정책 강화 요망(보육환경 개선 등)
사회적 약자에 대한 복지 강화(저소득,취약계층)
장애인 복지 강화 요망
1인가구 지원확대 요망
저출산/인구감소 관련 지원확대(출산장려금,출산보조금
청년 지원 확대 요망
아동 및 청소년 복지강화 요망(아동수당
여성복지 강화
신혼부부 지원 확대 요망(주택
한부모가정지원 요망
중장년 지원강화 요망
결혼지원금 지급 요망
소득불균형 해소 요망
상담 지원 요망
◎ 의료/건강
의료시설 확충(대형병원 유치 등)요망
보건의료 지원 확대 요망(중증장앤인 의료비)
세대별 건강관리 지원 요망
건강관련 프로그램 제공 요망(정신건강,건강교육 등)
◎ 교육정책
사교육 축소위해 공교육 활성화 요망
교육비 지원요망
교육시설 확충 요망(학원가 조성)
교육지원/정책 강화 요망
평생교육 지원 요망
방과후 교육 체계화 필요
◎ 안전/질서유지
치안강화(안전한 도시건설)
우범지역/유동인구 많은 지역의 순찰 인원 증원 요망
비행 청소년 관리 강화
아동대상 범죄예방 필요
어린이집.학교주변 안전시설/안전관리 요원 배치 요망
외국인 범죄 증가에 대한 강력대처 요망
외국인 체계적 관리 요망
CCTV확대 요망
혹서기/혹한기 안전쉼터 마련 요망
행사 진행시 안전관리 강화 요망
여성안전에 필요한 지원 강화
불법주정차 단속강화 요망
재난대비 교육 필요
재난예방에 대한 정책 강화 요망
신속한 재설작업 필요
반려견의 배변 방치행위 단속 요망
◎ 정책 수립/운영
노인인구 증가에 대한 대비 요망
미래발전에 대한 정책 수립 요망
전세사기에 대한 대책 필요
청렴한 시정운영 필요
적정인구수 확보 요망
정치 개혁 조속히 추진 요망
진행사업 중단 없이 추진 요망
◎ 소통 및 시정 홍보
시민들과 소통강화
수원시 관련 홍보 활동 요망(정책,행사,시설,이미지 등)
이미지 개선 방법 모색 요망
◎ 문화.관광.축제
세대별 다양한 문화활동 지원 요망(청소년,중장년
문화시설/인프라 확충 요망(예술관,문화거리 조성 등)
사회적 약자에 대한 여가활동 지원 요망
문화재 보존/관리 강화요망
정확한 역사 고증통한 문화재 보존/정비 요망
관광산업 활성화 요망(관광지/코스 개발 등)
다양한 축제 요망
◎ 여가.스포츠
여가활동에 필요한 환경 조성 요망(여가시설,프로그램)
사회적 약자의 여가활동 지원 요망(노인,소외계층 등)
산림욕장/캠핑시설 확충 요망
운동 프로그램 필요
시민참여 프로그램 확대 요망
◎ 기타
없음
모름/무응답"
경제,Q5a1,문5. 소득 유무 - 1. 근로소득,"소득 있음 (1534명, 75.2%)","소득 없음 (507명, 24.8%)",,"소득 없음
소득 있음"
경제,Q5a2,문5. 소득 범위 - 1. 근로소득,"300~ 400만원 미만 (617명, 47.5%)","200~ 300만원 미만 (520명, 40.0%)","400~ 500만원 미만 (163명, 12.5%)","100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q5b1,문5. 소득 유무 - 2. 금융소득,"소득 없음 (1907명, 93.4%)","소득 있음 (134명, 6.6%)",,"소득 없음
소득 있음"
경제,Q5b2,문5. 소득 범위 - 2. 금융소득,"100만원 미만 (108명, 80.6%)","100~ 200만원 미만 (21명, 15.7%)","200~ 300만원 미만 (5명, 3.7%)","100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q5c1,문5. 소득 유무 - 3. 부동산소득,"소득 없음 (1978명, 96.9%)","소득 있음 (63명, 3.1%)",,"소득 없음
소득 있음"
경제,Q5c2,문5. 소득 범위 - 3. 부동산소득,"100만원 미만 (37명, 60.7%)","100~ 200만원 미만 (16명, 26.2%)","200~ 300만원 미만 (8명, 13.1%)","100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q5d1,문5. 소득 유무 - 4. 사회보험 수급액,"소득 없음 (1833명, 89.8%)","소득 있음 (208명, 10.2%)",,"소득 없음
소득 있음"
경제,Q5d2,문5. 소득 범위 - 4. 사회보험 수급액,"100만원 미만 (167명, 81.1%)","100~ 200만원 미만 (35명, 17.0%)","200~ 300만원 미만 (4명, 1.9%)","100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q5e1,문5. 소득 유무 - 5. 사회보험 이외 수급액,"소득 없음 (1865명, 91.4%)","소득 있음 (176명, 8.6%)",,"소득 없음
소득 있음"
경제,Q5e2,문5. 소득 범위 - 5. 사회보험 이외 수급액,"100만원 미만 (161명, 91.5%)","100~ 200만원 미만 (15명, 8.5%)",,"100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q5f1,문5. 소득 유무 - 6. 기타소득,"소득 없음 (1965명, 96.3%)","소득 있음 (76명, 3.7%)",,"소득 없음
소득 있음"
경제,Q5f2,문5. 소득 범위 - 6. 기타소득,"100만원 미만 (47명, 65.3%)","100~ 200만원 미만 (18명, 25.0%)","200~ 300만원 미만 (7명, 9.7%)","100만원 미만
100~ 200만원 미만
200~ 300만원 미만
300~ 400만원 미만
400~ 500만원 미만
500만원 이상"
경제,Q6a1,문6. 지출 유무 - 1. 식비,"지출 있음 (2018명, 98.9%)","지출 없음 (23명, 1.1%)",,"지출 없음
지출 있음"
경제,Q6a2,문6. 지출 금액 - 1. 식비,"20~ 40만원 미만 (522명, 34.8%)","40~ 60만원 미만 (508명, 33.9%)","20만원 미만 (468명, 31.2%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6b1,문6. 지출 유무 - 2. 주거비,"지출 있음 (1576명, 77.2%)","지출 없음 (465명, 22.8%)",,"지출 없음
지출 있음"
경제,Q6b2,문6. 지출 금액 - 2. 주거비,"20만원 미만 (969명, 62.2%)","20~ 40만원 미만 (533명, 34.2%)","40~ 60만원 미만 (57명, 3.7%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6c1,문6. 지출 유무 - 3. 생필품 구입비,"지출 있음 (1740명, 85.3%)","지출 없음 (301명, 14.7%)",,"지출 없음
지출 있음"
경제,Q6c2,문6. 지출 금액 - 3. 생필품 구입비,"20만원 미만 (1189명, 69.3%)","20~ 40만원 미만 (406명, 23.7%)","40~ 60만원 미만 (121명, 7.1%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
여가,Q6d1,문6. 지출 유무 - 4. 문화생활/오락비,"지출 있음 (1564명, 76.6%)","지출 없음 (477명, 23.4%)",,"지출 없음
지출 있음"
여가,Q6d2,문6. 지출 금액 - 4. 문화생활/오락비,"20만원 미만 (1305명, 83.5%)","20~ 40만원 미만 (213명, 13.6%)","40~ 60만원 미만 (45명, 2.9%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6e1,문6. 지출 유무 - 5. 경조사비,"지출 있음 (1209명, 59.2%)","지출 없음 (832명, 40.8%)",,"지출 없음
지출 있음"
경제,Q6e2,문6. 지출 금액 - 5. 경조사비,"20만원 미만 (1047명, 86.7%)","20~ 40만원 미만 (147명, 12.2%)","40~ 60만원 미만 (14명, 1.2%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6f1,문6. 지출 유무 - 6. 통신비,"지출 있음 (1967명, 96.4%)","지출 없음 (74명, 3.6%)",,"지출 없음
지출 있음"
경제,Q6f2,문6. 지출 금액 - 6. 통신비,"20만원 미만 (1859명, 94.6%)","20~ 40만원 미만 (100명, 5.1%)","40~ 60만원 미만 (7명, 0.4%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6g1,문6. 지출 유무 - 7. 의류 구입비,"지출 있음 (1442명, 70.7%)","지출 없음 (599명, 29.3%)",,"지출 없음
지출 있음"
경제,Q6g2,문6. 지출 금액 - 7. 의류 구입비,"20만원 미만 (1090명, 75.8%)","20~ 40만원 미만 (323명, 22.5%)","40~ 60만원 미만 (25명, 1.7%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6h1,문6. 지출 유무 - 8. 차량유지비,"지출 있음 (1219명, 59.7%)","지출 없음 (822명, 40.3%)",,"지출 없음
지출 있음"
경제,Q6h2,문6. 지출 금액 - 8. 차량유지비,"20만원 미만 (644명, 53.7%)","20~ 40만원 미만 (443명, 36.9%)","40~ 60만원 미만 (112명, 9.3%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6i1,문6. 지출 유무 - 9. 대중교통비,"지출 있음 (1394명, 68.3%)","지출 없음 (647명, 31.7%)",,"지출 없음
지출 있음"
경제,Q6i2,문6. 지출 금액 - 9. 대중교통비,"20만원 미만 (1307명, 93.8%)","20~ 40만원 미만 (78명, 5.6%)","40~ 60만원 미만 (8명, 0.6%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6j1,문6. 지출 유무 - 10. 공교육비,"지출 없음 (1776명, 87.0%)","지출 있음 (265명, 13.0%)",,"지출 없음
지출 있음"
경제,Q6j2,문6. 지출 금액 - 10. 공교육비,"20만원 미만 (176명, 72.4%)","20~ 40만원 미만 (47명, 19.3%)","40~ 60만원 미만 (20명, 8.2%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6k1,문6. 지출 유무 - 11. 사교육비,"지출 없음 (1651명, 80.9%)","지출 있음 (390명, 19.1%)",,"지출 없음
지출 있음"
경제,Q6k2,문6. 지출 금액 - 11. 사교육비,"20~ 40만원 미만 (117명, 36.3%)","20만원 미만 (106명, 32.9%)","40~ 60만원 미만 (99명, 30.7%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6l1,문6. 지출 유무 - 12. 의료비,"지출 있음 (1369명, 67.1%)","지출 없음 (672명, 32.9%)",,"지출 없음
지출 있음"
경제,Q6l2,문6. 지출 금액 - 12. 의료비,"20만원 미만 (1185명, 86.9%)","20~ 40만원 미만 (148명, 10.9%)","40~ 60만원 미만 (30명, 2.2%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6m1,문6. 지출 유무 - 13. 저축,"지출 있음 (1452명, 71.1%)","지출 없음 (589명, 28.9%)",,"지출 없음
지출 있음"
경제,Q6m2,문6. 지출 금액 - 13. 저축,"20~ 40만원 미만 (366명, 39.4%)","20만원 미만 (310명, 33.3%)","40~ 60만원 미만 (254명, 27.3%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6n1,문6. 지출 유무 - 14. 기타,"지출 없음 (187명, 80.3%)","지출 있음 (46명, 19.7%)",,"지출 없음
지출 있음"
경제,Q6n2,문6. 지출 금액 - 14. 기타,"20만원 미만 (33명, 73.3%)","20~ 40만원 미만 (8명, 17.8%)","40~ 60만원 미만 (4명, 8.9%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
경제,Q6op,문6. 지출 분야_기타,"없다 (2명, 66.7%)","부모님 용돈 (1명, 33.3%)",,
참여 의향·보상 선호도,Q9a3,문9. 사회적 약자 태도에 대한 의견 - 3. 어르신(65세 이상)등에 대한 사회복지 확대를 위해 세금을 더 부담할 의향이 있다,"⑤ (733명, 44.5%)","④보통 (489명, 29.7%)","⑥ (426명, 25.8%)","①전혀 동의하지 않는다
②
③
④보통
⑤
⑥
⑦매우 동의한다
비동의
보통
동의
모름/무응답"
